entity,short_name
http://dbpedia.org/resource/Elliott_Smith,Elliott Smith
http://dbpedia.org/resource/Cher,Cher
http://dbpedia.org/resource/Vaucluse,Vaucluse
http://dbpedia.org/resource/Terrence_Malick,Terrence Malick
http://dbpedia.org/resource/Anarcho-punk,Anarcho-punk
http://dbpedia.org/resource/American_University,American University
http://dbpedia.org/resource/Athletic_Bilbao,Athletic Bilbao
http://dbpedia.org/resource/Cannes,Cannes
http://dbpedia.org/resource/Intelligent_dance_music,Intelligent dance music
http://dbpedia.org/resource/Brandeis_University,Brandeis University
http://dbpedia.org/resource/Pan_American_World_Airways,Pan American World Airways
http://dbpedia.org/resource/Lucasfilm,Lucasfilm
http://dbpedia.org/resource/Alpes-Maritimes,Alpes-Maritimes
http://dbpedia.org/resource/Battleground_(film),Battleground (film)
http://dbpedia.org/resource/Billie_Joe_Armstrong,Billie Joe Armstrong
http://dbpedia.org/resource/Brian_Wilson,Brian Wilson
http://dbpedia.org/resource/Indiana_Jones_and_the_Temple_of_Doom,Indiana Jones and the Temple of Doom
http://dbpedia.org/resource/Brian_Jones,Brian Jones
http://dbpedia.org/resource/Ilford,Ilford
http://dbpedia.org/resource/Rochester_Institute_of_Technology,Rochester Institute of Technology
"http://dbpedia.org/resource/California_State_University,_Northridge","California State University, Northridge"
http://dbpedia.org/resource/Shanxi,Shanxi
"http://dbpedia.org/resource/Van_Nuys,_Los_Angeles","Van Nuys, Los Angeles"
"http://dbpedia.org/resource/Northridge,_Los_Angeles","Northridge, Los Angeles"
"http://dbpedia.org/resource/Glendale,_California","Glendale, California"
http://dbpedia.org/resource/Greater_Los_Angeles_Area,Greater Los Angeles Area
http://dbpedia.org/resource/Rainer_Werner_Fassbinder,Rainer Werner Fassbinder
"http://dbpedia.org/resource/Woodland_Hills,_Los_Angeles","Woodland Hills, Los Angeles"
http://dbpedia.org/resource/David_Byrne,David Byrne
http://dbpedia.org/resource/Parlophone,Parlophone
http://dbpedia.org/resource/John_G._Avildsen,John G. Avildsen
http://dbpedia.org/resource/Mary-Kate_Olsen,Mary-Kate Olsen
"http://dbpedia.org/resource/Santa_Cruz,_California","Santa Cruz, California"
http://dbpedia.org/resource/Somme_(department),Somme (department)
"http://dbpedia.org/resource/Shasta_County,_California","Shasta County, California"
"http://dbpedia.org/resource/Santa_Cruz_County,_California","Santa Cruz County, California"
http://dbpedia.org/resource/Tina_Turner,Tina Turner
"http://dbpedia.org/resource/San_Luis_Obispo_County,_California","San Luis Obispo County, California"
"http://dbpedia.org/resource/Santa_Barbara_County,_California","Santa Barbara County, California"
"http://dbpedia.org/resource/San_Mateo_County,_California","San Mateo County, California"
"http://dbpedia.org/resource/San_Joaquin_County,_California","San Joaquin County, California"
http://dbpedia.org/resource/Brigham_Young_University,Brigham Young University
"http://dbpedia.org/resource/Nevada_County,_California","Nevada County, California"
"http://dbpedia.org/resource/Merced_County,_California","Merced County, California"
"http://dbpedia.org/resource/Napa_County,_California","Napa County, California"
"http://dbpedia.org/resource/Placer_County,_California","Placer County, California"
"http://dbpedia.org/resource/Plumas_County,_California","Plumas County, California"
"http://dbpedia.org/resource/Solano_County,_California","Solano County, California"
"http://dbpedia.org/resource/Siskiyou_County,_California","Siskiyou County, California"
"http://dbpedia.org/resource/Mariposa_County,_California","Mariposa County, California"
"http://dbpedia.org/resource/Marin_County,_California","Marin County, California"
"http://dbpedia.org/resource/Mendocino_County,_California","Mendocino County, California"
"http://dbpedia.org/resource/Monterey_County,_California","Monterey County, California"
"http://dbpedia.org/resource/Mono_County,_California","Mono County, California"
"http://dbpedia.org/resource/Tuolumne_County,_California","Tuolumne County, California"
http://dbpedia.org/resource/Belo_Horizonte,Belo Horizonte
"http://dbpedia.org/resource/Sonoma_County,_California","Sonoma County, California"
"http://dbpedia.org/resource/Tulare_County,_California","Tulare County, California"
"http://dbpedia.org/resource/Ventura_County,_California","Ventura County, California"
"http://dbpedia.org/resource/Provo,_Utah","Provo, Utah"
http://dbpedia.org/resource/Wuhan,Wuhan
"http://dbpedia.org/resource/Will_County,_Illinois","Will County, Illinois"
"http://dbpedia.org/resource/Lancaster_County,_Pennsylvania","Lancaster County, Pennsylvania"
"http://dbpedia.org/resource/Lancaster,_Pennsylvania","Lancaster, Pennsylvania"
http://dbpedia.org/resource/Todd_McFarlane,Todd McFarlane
http://dbpedia.org/resource/Jack_Benny,Jack Benny
http://dbpedia.org/resource/Puerto_Ricans,Puerto Ricans
http://dbpedia.org/resource/1984_Summer_Olympics,1984 Summer Olympics
http://dbpedia.org/resource/Alan_Bennett,Alan Bennett
http://dbpedia.org/resource/Maggie_Smith,Maggie Smith
http://dbpedia.org/resource/The_Flaming_Lips,The Flaming Lips
http://dbpedia.org/resource/Sex_and_the_City,Sex and the City
http://dbpedia.org/resource/Leo_McCarey,Leo McCarey
http://dbpedia.org/resource/George_C._Scott,George C. Scott
http://dbpedia.org/resource/Aude,Aude
http://dbpedia.org/resource/Aisne,Aisne
http://dbpedia.org/resource/Chiptune,Chiptune
http://dbpedia.org/resource/Hubei,Hubei
http://dbpedia.org/resource/University_of_Manchester,University of Manchester
http://dbpedia.org/resource/Sting_(musician),Sting (musician)
http://dbpedia.org/resource/Time_Warner,Time Warner
http://dbpedia.org/resource/Neve_Campbell,Neve Campbell
http://dbpedia.org/resource/Academy_Award_for_Best_Original_Score,Academy Award for Best Original Score
http://dbpedia.org/resource/Ernst_Lubitsch,Ernst Lubitsch
http://dbpedia.org/resource/Henry_James,Henry James
http://dbpedia.org/resource/Ricky_Martin,Ricky Martin
http://dbpedia.org/resource/Tufts_University,Tufts University
http://dbpedia.org/resource/Jessica_Tandy,Jessica Tandy
http://dbpedia.org/resource/Adolescence,Adolescence
http://dbpedia.org/resource/Sonora,Sonora
"http://dbpedia.org/resource/Upland,_California","Upland, California"
"http://dbpedia.org/resource/Ponce,_Puerto_Rico","Ponce, Puerto Rico"
http://dbpedia.org/resource/Melissa_Etheridge,Melissa Etheridge
"http://dbpedia.org/resource/Savannah,_Georgia","Savannah, Georgia"
"http://dbpedia.org/resource/St._Petersburg,_Florida","St. Petersburg, Florida"
http://dbpedia.org/resource/Real_Zaragoza,Real Zaragoza
http://dbpedia.org/resource/Oliver_Hardy,Oliver Hardy
http://dbpedia.org/resource/Thelonious_Monk,Thelonious Monk
http://dbpedia.org/resource/American_Kennel_Club,American Kennel Club
http://dbpedia.org/resource/University_of_Paris,University of Paris
"http://dbpedia.org/resource/Princeton,_New_Jersey","Princeton, New Jersey"
http://dbpedia.org/resource/Queens_Park_Rangers_F.C.,Queens Park Rangers F.C.
http://dbpedia.org/resource/Nick_Nolte,Nick Nolte
http://dbpedia.org/resource/Appalachian_Mountains,Appalachian Mountains
"http://dbpedia.org/resource/Maui_County,_Hawaii","Maui County, Hawaii"
"http://dbpedia.org/resource/Hawaii_County,_Hawaii","Hawaii County, Hawaii"
http://dbpedia.org/resource/Witness_(1985_film),Witness (1985 film)
http://dbpedia.org/resource/Salsa_music,Salsa music
http://dbpedia.org/resource/Cyndi_Lauper,Cyndi Lauper
http://dbpedia.org/resource/Lagos,Lagos
http://dbpedia.org/resource/Ozzy_Osbourne,Ozzy Osbourne
http://dbpedia.org/resource/Lima,Lima
"http://dbpedia.org/resource/Birmingham,_Alabama","Birmingham, Alabama"
"http://dbpedia.org/resource/Utica,_New_York","Utica, New York"
http://dbpedia.org/resource/Duchy_of_Burgundy,Duchy of Burgundy
http://dbpedia.org/resource/John_Zorn,John Zorn
http://dbpedia.org/resource/Leiden_University,Leiden University
http://dbpedia.org/resource/Languedoc-Roussillon,Languedoc-Roussillon
http://dbpedia.org/resource/Fred_MacMurray,Fred MacMurray
http://dbpedia.org/resource/Varna,Varna
"http://dbpedia.org/resource/Hamilton,_New_Zealand","Hamilton, New Zealand"
http://dbpedia.org/resource/Jim_Carrey,Jim Carrey
http://dbpedia.org/resource/Boise_State_University,Boise State University
http://dbpedia.org/resource/Rosenborg_BK,Rosenborg BK
http://dbpedia.org/resource/Jim_O'Rourke_(musician),Jim O'Rourke (musician)
http://dbpedia.org/resource/University_of_Miami,University of Miami
http://dbpedia.org/resource/Parliament_of_Canada,Parliament of Canada
http://dbpedia.org/resource/Wil_Wheaton,Wil Wheaton
http://dbpedia.org/resource/LeVar_Burton,LeVar Burton
"http://dbpedia.org/resource/Kenai_Peninsula_Borough,_Alaska","Kenai Peninsula Borough, Alaska"
http://dbpedia.org/resource/H._H._Asquith,H. H. Asquith
"http://dbpedia.org/resource/Matanuska-Susitna_Borough,_Alaska","Matanuska-Susitna Borough, Alaska"
http://dbpedia.org/resource/The_Waltons,The Waltons
"http://dbpedia.org/resource/Lancaster,_Lancashire","Lancaster, Lancashire"
http://dbpedia.org/resource/Noise_music,Noise music
http://dbpedia.org/resource/Robert_Mitchum,Robert Mitchum
http://dbpedia.org/resource/Electronica,Electronica
http://dbpedia.org/resource/Mickey_Rooney,Mickey Rooney
http://dbpedia.org/resource/Nick_Cave,Nick Cave
"http://dbpedia.org/resource/Juneau,_Alaska","Juneau, Alaska"
http://dbpedia.org/resource/Portishead_(band),Portishead (band)
"http://dbpedia.org/resource/Apache_County,_Arizona","Apache County, Arizona"
"http://dbpedia.org/resource/Sierra_Vista-Douglas,_AZ_μSA","Sierra Vista-Douglas, AZ μSA"
"http://dbpedia.org/resource/Coconino_County,_Arizona","Coconino County, Arizona"
"http://dbpedia.org/resource/Gila_County,_Arizona","Gila County, Arizona"
"http://dbpedia.org/resource/Navajo_County,_Arizona","Navajo County, Arizona"
"http://dbpedia.org/resource/Maricopa_County,_Arizona","Maricopa County, Arizona"
"http://dbpedia.org/resource/Mohave_County,_Arizona","Mohave County, Arizona"
"http://dbpedia.org/resource/Yavapai_County,_Arizona","Yavapai County, Arizona"
"http://dbpedia.org/resource/Pima_County,_Arizona","Pima County, Arizona"
"http://dbpedia.org/resource/Pinal_County,_Arizona","Pinal County, Arizona"
"http://dbpedia.org/resource/Litchfield_County,_Connecticut","Litchfield County, Connecticut"
http://dbpedia.org/resource/Stand_by_Me_(film),Stand by Me (film)
"http://dbpedia.org/resource/New_London_County,_Connecticut","New London County, Connecticut"
"http://dbpedia.org/resource/Hartford_County,_Connecticut","Hartford County, Connecticut"
"http://dbpedia.org/resource/Sussex_County,_Delaware","Sussex County, Delaware"
"http://dbpedia.org/resource/Kent_County,_Delaware","Kent County, Delaware"
"http://dbpedia.org/resource/New_Haven_County,_Connecticut","New Haven County, Connecticut"
"http://dbpedia.org/resource/New_Castle_County,_Delaware","New Castle County, Delaware"
http://dbpedia.org/resource/Neil_Young,Neil Young
"http://dbpedia.org/resource/Fairfield_County,_Connecticut","Fairfield County, Connecticut"
http://dbpedia.org/resource/Sheila_E.,Sheila E.
http://dbpedia.org/resource/Joseph_Fiennes,Joseph Fiennes
http://dbpedia.org/resource/Shakespeare_in_Love,Shakespeare in Love
http://dbpedia.org/resource/Jonathan_Frakes,Jonathan Frakes
http://dbpedia.org/resource/Baden-Baden,Baden-Baden
"http://dbpedia.org/resource/Flint,_Michigan","Flint, Michigan"
http://dbpedia.org/resource/Traditional_pop_music,Traditional pop music
http://dbpedia.org/resource/Boarding_school,Boarding school
http://dbpedia.org/resource/Ferris_Bueller's_Day_Off,Ferris Bueller's Day Off
http://dbpedia.org/resource/Joe_Cocker,Joe Cocker
http://dbpedia.org/resource/Guildhall_School_of_Music_and_Drama,Guildhall School of Music and Drama
http://dbpedia.org/resource/Folkestone,Folkestone
http://dbpedia.org/resource/Jack_L._Warner,Jack L. Warner
http://dbpedia.org/resource/Olivia_de_Havilland,Olivia de Havilland
http://dbpedia.org/resource/The_Lion_King,The Lion King
http://dbpedia.org/resource/Sandra_Bernhard,Sandra Bernhard
http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home,Star Trek IV: The Voyage Home
http://dbpedia.org/resource/Roger_Corman,Roger Corman
http://dbpedia.org/resource/Fujian,Fujian
http://dbpedia.org/resource/Sheffield,Sheffield
"http://dbpedia.org/resource/Armstrong_County,_Pennsylvania","Armstrong County, Pennsylvania"
http://dbpedia.org/resource/Christian_rock,Christian rock
http://dbpedia.org/resource/Doris_Lessing,Doris Lessing
"http://dbpedia.org/resource/Allegheny_County,_Pennsylvania","Allegheny County, Pennsylvania"
http://dbpedia.org/resource/Snoop_Dogg,Snoop Dogg
http://dbpedia.org/resource/Peabody_Award,Peabody Award
http://dbpedia.org/resource/University_of_Bonn,University of Bonn
http://dbpedia.org/resource/Jean-Claude_Van_Damme,Jean-Claude Van Damme
http://dbpedia.org/resource/Michael_Curtiz,Michael Curtiz
http://dbpedia.org/resource/Chow_Yun-fat,Chow Yun-fat
http://dbpedia.org/resource/A_Bridge_Too_Far_(film),A Bridge Too Far (film)
http://dbpedia.org/resource/East_Carolina_University,East Carolina University
http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,University of North Carolina at Chapel Hill
http://dbpedia.org/resource/A_Better_Tomorrow,A Better Tomorrow
http://dbpedia.org/resource/Harold_Pinter,Harold Pinter
"http://dbpedia.org/resource/New_London,_Connecticut","New London, Connecticut"
http://dbpedia.org/resource/University_of_Calgary,University of Calgary
http://dbpedia.org/resource/RuPaul,RuPaul
http://dbpedia.org/resource/Margaret_Cho,Margaret Cho
http://dbpedia.org/resource/Martha_Plimpton,Martha Plimpton
"http://dbpedia.org/resource/Kitchener,_Ontario","Kitchener, Ontario"
http://dbpedia.org/resource/The_Goonies,The Goonies
http://dbpedia.org/resource/Joanna_Lumley,Joanna Lumley
http://dbpedia.org/resource/Solicitor,Solicitor
http://dbpedia.org/resource/Blue_Note_Records,Blue Note Records
http://dbpedia.org/resource/Out_of_Africa_(film),Out of Africa (film)
http://dbpedia.org/resource/Yvelines,Yvelines
http://dbpedia.org/resource/Ben_Stiller,Ben Stiller
http://dbpedia.org/resource/Music_video,Music video
http://dbpedia.org/resource/Corey_Feldman,Corey Feldman
http://dbpedia.org/resource/John_Varley_(author),John Varley (author)
http://dbpedia.org/resource/John_Candy,John Candy
http://dbpedia.org/resource/Software_engineer,Software engineer
http://dbpedia.org/resource/Amazon.com,Amazon.com
"http://dbpedia.org/resource/Los_Gatos,_California","Los Gatos, California"
http://dbpedia.org/resource/Country_rock,Country rock
http://dbpedia.org/resource/Haut-Rhin,Haut-Rhin
http://dbpedia.org/resource/Seine-et-Marne,Seine-et-Marne
http://dbpedia.org/resource/Haute-Savoie,Haute-Savoie
http://dbpedia.org/resource/Bas-Rhin,Bas-Rhin
http://dbpedia.org/resource/Manche,Manche
http://dbpedia.org/resource/The_Offspring,The Offspring
http://dbpedia.org/resource/Champagne-Ardenne,Champagne-Ardenne
http://dbpedia.org/resource/Debi_Mazar,Debi Mazar
http://dbpedia.org/resource/William_James,William James
"http://dbpedia.org/resource/Teton_County,_Wyoming","Teton County, Wyoming"
"http://dbpedia.org/resource/Park_County,_Wyoming","Park County, Wyoming"
"http://dbpedia.org/resource/Fremont_County,_Wyoming","Fremont County, Wyoming"
http://dbpedia.org/resource/Eagles_(band),Eagles (band)
"http://dbpedia.org/resource/Wood_County,_Wisconsin","Wood County, Wisconsin"
"http://dbpedia.org/resource/Waukesha_County,_Wisconsin","Waukesha County, Wisconsin"
"http://dbpedia.org/resource/Dane_County,_Wisconsin","Dane County, Wisconsin"
"http://dbpedia.org/resource/Fond_du_Lac_County,_Wisconsin","Fond du Lac County, Wisconsin"
"http://dbpedia.org/resource/Milwaukee_County,_Wisconsin","Milwaukee County, Wisconsin"
"http://dbpedia.org/resource/La_Crosse_County,_Wisconsin","La Crosse County, Wisconsin"
"http://dbpedia.org/resource/Outagamie_County,_Wisconsin","Outagamie County, Wisconsin"
"http://dbpedia.org/resource/Sauk_County,_Wisconsin","Sauk County, Wisconsin"
"http://dbpedia.org/resource/Kanawha_County,_West_Virginia","Kanawha County, West Virginia"
"http://dbpedia.org/resource/Yakima_County,_Washington","Yakima County, Washington"
"http://dbpedia.org/resource/Skagit_County,_Washington","Skagit County, Washington"
"http://dbpedia.org/resource/Spokane_County,_Washington","Spokane County, Washington"
"http://dbpedia.org/resource/Snohomish_County,_Washington","Snohomish County, Washington"
"http://dbpedia.org/resource/Lewis_County,_Washington","Lewis County, Washington"
"http://dbpedia.org/resource/Whatcom_County,_Washington","Whatcom County, Washington"
"http://dbpedia.org/resource/Pierce_County,_Washington","Pierce County, Washington"
"http://dbpedia.org/resource/Okanogan_County,_Washington","Okanogan County, Washington"
http://dbpedia.org/resource/Guy_Ritchie,Guy Ritchie
"http://dbpedia.org/resource/Prince_William_County,_Virginia","Prince William County, Virginia"
"http://dbpedia.org/resource/Portsmouth,_Virginia","Portsmouth, Virginia"
"http://dbpedia.org/resource/Virginia_Beach,_Virginia","Virginia Beach, Virginia"
"http://dbpedia.org/resource/Williamsburg,_Virginia","Williamsburg, Virginia"
"http://dbpedia.org/resource/Winchester,_Virginia","Winchester, Virginia"
"http://dbpedia.org/resource/Petersburg,_Virginia","Petersburg, Virginia"
"http://dbpedia.org/resource/Lynchburg,_Virginia","Lynchburg, Virginia"
"http://dbpedia.org/resource/Newport_News,_Virginia","Newport News, Virginia"
"http://dbpedia.org/resource/Loudoun_County,_Virginia","Loudoun County, Virginia"
"http://dbpedia.org/resource/Lexington,_Virginia","Lexington, Virginia"
"http://dbpedia.org/resource/King_County,_Washington","King County, Washington"
"http://dbpedia.org/resource/Kitsap_County,_Washington","Kitsap County, Washington"
"http://dbpedia.org/resource/Grays_Harbor_County,_Washington","Grays Harbor County, Washington"
"http://dbpedia.org/resource/Fredericksburg,_Virginia","Fredericksburg, Virginia"
"http://dbpedia.org/resource/Falls_Church,_Virginia","Falls Church, Virginia"
"http://dbpedia.org/resource/Charlottesville,_Virginia","Charlottesville, Virginia"
"http://dbpedia.org/resource/Albemarle_County,_Virginia","Albemarle County, Virginia"
"http://dbpedia.org/resource/Arlington_County,_Virginia","Arlington County, Virginia"
"http://dbpedia.org/resource/Augusta_County,_Virginia","Augusta County, Virginia"
"http://dbpedia.org/resource/Danville,_Virginia","Danville, Virginia"
"http://dbpedia.org/resource/Chesapeake,_Virginia","Chesapeake, Virginia"
"http://dbpedia.org/resource/Fairfax_County,_Virginia","Fairfax County, Virginia"
"http://dbpedia.org/resource/Fairfax,_Virginia","Fairfax, Virginia"
http://dbpedia.org/resource/Industrial_music,Industrial music
"http://dbpedia.org/resource/Grant_County,_Washington","Grant County, Washington"
"http://dbpedia.org/resource/Clallam_County,_Washington","Clallam County, Washington"
"http://dbpedia.org/resource/Henrico_County,_Virginia","Henrico County, Virginia"
"http://dbpedia.org/resource/Fauquier_County,_Virginia","Fauquier County, Virginia"
"http://dbpedia.org/resource/Hampton,_Virginia","Hampton, Virginia"
"http://dbpedia.org/resource/Windsor_County,_Vermont","Windsor County, Vermont"
"http://dbpedia.org/resource/Travis_County,_Texas","Travis County, Texas"
"http://dbpedia.org/resource/Tarrant_County,_Texas","Tarrant County, Texas"
"http://dbpedia.org/resource/Hidalgo_County,_Texas","Hidalgo County, Texas"
"http://dbpedia.org/resource/Fort_Bend_County,_Texas","Fort Bend County, Texas"
"http://dbpedia.org/resource/Harris_County,_Texas","Harris County, Texas"
"http://dbpedia.org/resource/Galveston_County,_Texas","Galveston County, Texas"
"http://dbpedia.org/resource/McLennan_County,_Texas","McLennan County, Texas"
"http://dbpedia.org/resource/Dallas_County,_Texas","Dallas County, Texas"
"http://dbpedia.org/resource/Denton_County,_Texas","Denton County, Texas"
"http://dbpedia.org/resource/Cameron_County,_Texas","Cameron County, Texas"
"http://dbpedia.org/resource/Collin_County,_Texas","Collin County, Texas"
"http://dbpedia.org/resource/Shelby_County,_Tennessee","Shelby County, Tennessee"
"http://dbpedia.org/resource/Bexar_County,_Texas","Bexar County, Texas"
"http://dbpedia.org/resource/Hamilton_County,_Tennessee","Hamilton County, Tennessee"
"http://dbpedia.org/resource/Davidson_County,_Tennessee","Davidson County, Tennessee"
"http://dbpedia.org/resource/Spartanburg_County,_South_Carolina","Spartanburg County, South Carolina"
"http://dbpedia.org/resource/Lexington_County,_South_Carolina","Lexington County, South Carolina"
"http://dbpedia.org/resource/Greenville_County,_South_Carolina","Greenville County, South Carolina"
"http://dbpedia.org/resource/Charleston_County,_South_Carolina","Charleston County, South Carolina"
"http://dbpedia.org/resource/Luzerne_County,_Pennsylvania","Luzerne County, Pennsylvania"
"http://dbpedia.org/resource/Schuylkill_County,_Pennsylvania","Schuylkill County, Pennsylvania"
"http://dbpedia.org/resource/Lehigh_County,_Pennsylvania","Lehigh County, Pennsylvania"
"http://dbpedia.org/resource/Lycoming_County,_Pennsylvania","Lycoming County, Pennsylvania"
"http://dbpedia.org/resource/Monroe_County,_Pennsylvania","Monroe County, Pennsylvania"
"http://dbpedia.org/resource/Westmoreland_County,_Pennsylvania","Westmoreland County, Pennsylvania"
"http://dbpedia.org/resource/Washington_County,_Pennsylvania","Washington County, Pennsylvania"
"http://dbpedia.org/resource/Lackawanna_County,_Pennsylvania","Lackawanna County, Pennsylvania"
"http://dbpedia.org/resource/Northampton_County,_Pennsylvania","Northampton County, Pennsylvania"
"http://dbpedia.org/resource/Franklin_County,_Pennsylvania","Franklin County, Pennsylvania"
"http://dbpedia.org/resource/Mercer_County,_Pennsylvania","Mercer County, Pennsylvania"
"http://dbpedia.org/resource/Fayette_County,_Pennsylvania","Fayette County, Pennsylvania"
"http://dbpedia.org/resource/Dauphin_County,_Pennsylvania","Dauphin County, Pennsylvania"
"http://dbpedia.org/resource/Somerset_County,_Pennsylvania","Somerset County, Pennsylvania"
"http://dbpedia.org/resource/York_County,_Pennsylvania","York County, Pennsylvania"
"http://dbpedia.org/resource/Cambria_County,_Pennsylvania","Cambria County, Pennsylvania"
"http://dbpedia.org/resource/Blair_County,_Pennsylvania","Blair County, Pennsylvania"
"http://dbpedia.org/resource/Delaware_County,_Pennsylvania","Delaware County, Pennsylvania"
"http://dbpedia.org/resource/Centre_County,_Pennsylvania","Centre County, Pennsylvania"
"http://dbpedia.org/resource/Butler_County,_Pennsylvania","Butler County, Pennsylvania"
"http://dbpedia.org/resource/Providence_County,_Rhode_Island","Providence County, Rhode Island"
"http://dbpedia.org/resource/Beaufort_County,_South_Carolina","Beaufort County, South Carolina"
"http://dbpedia.org/resource/Beaver_County,_Pennsylvania","Beaver County, Pennsylvania"
"http://dbpedia.org/resource/Lane_County,_Oregon","Lane County, Oregon"
"http://dbpedia.org/resource/Klamath_County,_Oregon","Klamath County, Oregon"
"http://dbpedia.org/resource/Bucks_County,_Pennsylvania","Bucks County, Pennsylvania"
"http://dbpedia.org/resource/Berks_County,_Pennsylvania","Berks County, Pennsylvania"
"http://dbpedia.org/resource/Marion_County,_Oregon","Marion County, Oregon"
"http://dbpedia.org/resource/Linn_County,_Oregon","Linn County, Oregon"
"http://dbpedia.org/resource/Yamhill_County,_Oregon","Yamhill County, Oregon"
"http://dbpedia.org/resource/Tillamook_County,_Oregon","Tillamook County, Oregon"
"http://dbpedia.org/resource/Chester_County,_Pennsylvania","Chester County, Pennsylvania"
"http://dbpedia.org/resource/Deschutes_County,_Oregon","Deschutes County, Oregon"
"http://dbpedia.org/resource/Douglas_County,_Oregon","Douglas County, Oregon"
"http://dbpedia.org/resource/Multnomah_County,_Oregon","Multnomah County, Oregon"
"http://dbpedia.org/resource/Jackson_County,_Oregon","Jackson County, Oregon"
"http://dbpedia.org/resource/Clackamas_County,_Oregon","Clackamas County, Oregon"
"http://dbpedia.org/resource/Oklahoma_County,_Oklahoma","Oklahoma County, Oklahoma"
"http://dbpedia.org/resource/Wood_County,_Ohio","Wood County, Ohio"
"http://dbpedia.org/resource/Warren_County,_Ohio","Warren County, Ohio"
http://dbpedia.org/resource/Pomeranian_Voivodeship,Pomeranian Voivodeship
http://dbpedia.org/resource/Island_Records,Island Records
http://dbpedia.org/resource/Oud,Oud
http://dbpedia.org/resource/Caen,Caen
"http://dbpedia.org/resource/Pasadena,_California","Pasadena, California"
"http://dbpedia.org/resource/Fresno,_California","Fresno, California"
http://dbpedia.org/resource/Doc_Watson,Doc Watson
"http://dbpedia.org/resource/Springfield,_Massachusetts","Springfield, Massachusetts"
"http://dbpedia.org/resource/Tuscarawas_County,_Ohio","Tuscarawas County, Ohio"
"http://dbpedia.org/resource/Trumbull_County,_Ohio","Trumbull County, Ohio"
http://dbpedia.org/resource/Hilary_Swank,Hilary Swank
http://dbpedia.org/resource/Sayonara,Sayonara
http://dbpedia.org/resource/County_Clare,County Clare
http://dbpedia.org/resource/Giant_(1956_film),Giant (1956 film)
http://dbpedia.org/resource/Love_Is_a_Many-Splendored_Thing_(film),Love Is a Many-Splendored Thing (film)
http://dbpedia.org/resource/Galway,Galway
http://dbpedia.org/resource/Kilkenny,Kilkenny
http://dbpedia.org/resource/South_Yorkshire,South Yorkshire
http://dbpedia.org/resource/County_Kerry,County Kerry
http://dbpedia.org/resource/Judgment_at_Nuremberg,Judgment at Nuremberg
http://dbpedia.org/resource/Heaven's_Gate_(film),Heaven's Gate (film)
http://dbpedia.org/resource/Anatomy_of_a_Murder,Anatomy of a Murder
http://dbpedia.org/resource/Waterford,Waterford
http://dbpedia.org/resource/County_Roscommon,County Roscommon
http://dbpedia.org/resource/County_Galway,County Galway
http://dbpedia.org/resource/Wag_the_Dog,Wag the Dog
"http://dbpedia.org/resource/Stark_County,_Ohio","Stark County, Ohio"
"http://dbpedia.org/resource/Summit_County,_Ohio","Summit County, Ohio"
"http://dbpedia.org/resource/Tampa,_Florida","Tampa, Florida"
"http://dbpedia.org/resource/Portage_County,_Ohio","Portage County, Ohio"
"http://dbpedia.org/resource/Mahoning_County,_Ohio","Mahoning County, Ohio"
"http://dbpedia.org/resource/Lucas_County,_Ohio","Lucas County, Ohio"
"http://dbpedia.org/resource/Jefferson_County,_Ohio","Jefferson County, Ohio"
"http://dbpedia.org/resource/Licking_County,_Ohio","Licking County, Ohio"
"http://dbpedia.org/resource/Lake_County,_Ohio","Lake County, Ohio"
"http://dbpedia.org/resource/Logan_County,_Ohio","Logan County, Ohio"
"http://dbpedia.org/resource/Greene_County,_Ohio","Greene County, Ohio"
"http://dbpedia.org/resource/Franklin_County,_Ohio","Franklin County, Ohio"
"http://dbpedia.org/resource/Beverly_Hills,_90210","Beverly Hills, 90210"
"http://dbpedia.org/resource/Hamilton_County,_Ohio","Hamilton County, Ohio"
"http://dbpedia.org/resource/Cass_County,_North_Dakota","Cass County, North Dakota"
"http://dbpedia.org/resource/Ashtabula_County,_Ohio","Ashtabula County, Ohio"
"http://dbpedia.org/resource/Butler_County,_Ohio","Butler County, Ohio"
"http://dbpedia.org/resource/Cuyahoga_County,_Ohio","Cuyahoga County, Ohio"
"http://dbpedia.org/resource/Wake_County,_North_Carolina","Wake County, North Carolina"
"http://dbpedia.org/resource/Guilford_County,_North_Carolina","Guilford County, North Carolina"
"http://dbpedia.org/resource/Gaston_County,_North_Carolina","Gaston County, North Carolina"
"http://dbpedia.org/resource/Mecklenburg_County,_North_Carolina","Mecklenburg County, North Carolina"
"http://dbpedia.org/resource/Brunswick_County,_North_Carolina","Brunswick County, North Carolina"
"http://dbpedia.org/resource/Sandoval_County,_New_Mexico","Sandoval County, New Mexico"
"http://dbpedia.org/resource/Santa_Fe_County,_New_Mexico","Santa Fe County, New Mexico"
"http://dbpedia.org/resource/Buncombe_County,_North_Carolina","Buncombe County, North Carolina"
"http://dbpedia.org/resource/Bernalillo_County,_New_Mexico","Bernalillo County, New Mexico"
"http://dbpedia.org/resource/Union_County,_New_Jersey","Union County, New Jersey"
"http://dbpedia.org/resource/Warren_County,_New_Jersey","Warren County, New Jersey"
"http://dbpedia.org/resource/Somerset_County,_New_Jersey","Somerset County, New Jersey"
